County,State,Obama,Romney
Autauga ,alabama,26.6,72.6
Baldwin ,alabama,21.6,77.4
Barbour ,alabama,51.3,48.3
Bibb ,alabama,26.2,73.1
Blount ,alabama,12.3,86.5
Bullock ,alabama,76.3,23.5
Butler ,alabama,46.1,53.6
Calhoun ,alabama,33.5,65.5
Chambers ,alabama,47.1,52.2
Cherokee ,alabama,21.8,76.8
Chilton ,alabama,19.5,79.8
Choctaw ,alabama,47.5,52.1
Clarke ,alabama,45.7,54
Clay ,alabama,26.7,72.3
Cleburne ,alabama,15.4,83.6
Coffee ,alabama,24.8,74.2
Colbert ,alabama,39.2,59.6
Conecuh ,alabama,50.6,49
Coosa ,alabama,41.7,57.8
Covington ,alabama,20.5,78.8
Crenshaw ,alabama,31.9,67.5
Cullman ,alabama,14.6,84.2
Dale ,alabama,28.5,70.6
Dallas ,alabama,69.7,30
DeKalb ,alabama,22,76.8
Elmore ,alabama,25.2,74
Escambia ,alabama,36.9,62.5
Etowah ,alabama,30.1,68.5
Fayette ,alabama,22.8,76.3
Franklin ,alabama,29.2,69.7
Geneva ,alabama,18,81
Greene ,alabama,84.7,15
Hale ,alabama,62.6,37.1
Henry ,alabama,35,64.4
Houston ,alabama,29.5,69.8
Jackson ,alabama,28.3,70.2
Jefferson ,alabama,52.6,46.6
Lamar ,alabama,23,76.2
Lauderdale ,alabama,33.9,64.8
Lawrence ,alabama,35.9,62.9
Lee ,alabama,39.3,59.2
Limestone ,alabama,27.7,71.4
Lowndes ,alabama,76.4,23.3
Macon ,alabama,87.1,12.7
Madison ,alabama,40,58.6
Marengo ,alabama,53.5,46.2
Marion ,alabama,18.6,80.1
Marshall ,alabama,19.3,79.4
Mobile ,alabama,45,54.3
Monroe ,alabama,45.9,53.7
Montgomery ,alabama,61.9,37.6
Morgan ,alabama,27.2,71.8
Perry ,alabama,74.8,24.8
Pickens ,alabama,46.3,53.3
Pike ,alabama,42.7,56.5
Randolph ,alabama,29.6,69.5
Russell ,alabama,55.6,43.9
Shelby ,alabama,21.6,77.3
St. Clair ,alabama,16.5,82.6
Sumter ,alabama,77.2,22.6
Talladega ,alabama,41.7,57.7
Tallapoosa ,alabama,33.5,65.9
Tuscaloosa ,alabama,40.8,58.2
Walker ,alabama,23,75.9
Washington ,alabama,33.9,65.6
Wilcox ,alabama,74.3,25.6
Winston ,alabama,13.2,85.6
Alaska,alaska,41.3,55.3
Apache ,arizona,66.4,31.9
Cochise ,arizona,37.4,60.7
Coconino ,arizona,56.3,41.4
Gila ,arizona,35.6,62.7
Graham ,arizona,30.4,68.1
Greenlee ,arizona,44.1,53.5
La Paz ,arizona,32.9,65.1
Maricopa ,arizona,43.2,55.1
Mohave ,arizona,27.9,70.3
Navajo ,arizona,45.4,53.3
Pima ,arizona,52.2,46.3
Pinal ,arizona,40.6,57.7
Santa Cruz ,arizona,68.3,30.5
Yavapai ,arizona,33.7,64.5
Yuma ,arizona,43,55.8
Arkansas ,arkansas,37.8,60
Ashley ,arkansas,36.1,61.5
Baxter ,arkansas,26.7,70.8
Benton ,arkansas,28.7,68.9
Boone ,arkansas,24.5,72.5
Bradley ,arkansas,39.8,58.3
Calhoun ,arkansas,30.4,67.1
Carroll ,arkansas,36.3,60.2
Chicot ,arkansas,60.7,38.3
Clark ,arkansas,45.3,51.7
Clay ,arkansas,34,63.1
Cleburne ,arkansas,22.5,74.6
Cleveland ,arkansas,25.9,70.8
Columbia ,arkansas,37.6,61.2
Conway ,arkansas,38.9,58.4
Craighead ,arkansas,33.2,64.2
Crawford ,arkansas,23.7,73.6
Crittenden ,arkansas,58.6,39.9
Cross ,arkansas,34.1,63.9
Dallas ,arkansas,43.4,54
Desha ,arkansas,55.5,42.6
Drew ,arkansas,39.6,58.6
Faulkner ,arkansas,32.8,64.5
Franklin ,arkansas,26.4,70.8
Fulton ,arkansas,32.1,65.2
Garland ,arkansas,33.9,63.8
Grant ,arkansas,22.6,74.5
Greene ,arkansas,29.1,65.9
Hempstead ,arkansas,35.6,61.9
Hot Spring ,arkansas,34,63.1
Howard ,arkansas,33,64.8
Independence ,arkansas,26.5,70.4
Izard ,arkansas,29.4,67.2
Jackson ,arkansas,39.2,57.4
Jefferson ,arkansas,63.8,34.8
Johnson ,arkansas,34.5,62.6
Lafayette ,arkansas,40.1,58.5
Lawrence ,arkansas,32.3,63.8
Lee ,arkansas,61.5,37.4
Lincoln ,arkansas,38.2,59
Little River ,arkansas,30.7,67
Logan ,arkansas,27.4,69.3
Lonoke ,arkansas,22.5,75
Madison ,arkansas,32,64.9
Marion ,arkansas,28.8,67.9
Miller ,arkansas,29.5,69.3
Mississippi ,arkansas,48.3,49.4
Monroe ,arkansas,49,49.1
Montgomery ,arkansas,27,69.6
Nevada ,arkansas,38.8,59
Newton ,arkansas,27.1,68.5
Ouachita ,arkansas,44.9,53.5
Perry ,arkansas,30.1,65.5
Phillips ,arkansas,65.6,32.8
Pike ,arkansas,22.4,75.2
Poinsett ,arkansas,31.6,65.8
Polk ,arkansas,20.2,77.1
Pope ,arkansas,25.1,72.3
Prairie ,arkansas,28,68.6
Pulaski ,arkansas,54.7,43.3
Randolph ,arkansas,34.3,62.2
Saint Francis ,arkansas,58,41
Saline ,arkansas,27.3,70
Scott ,arkansas,24.6,72.3
Searcy ,arkansas,22,73.1
Sebastian ,arkansas,30.2,67.3
Sevier ,arkansas,24.1,72.4
Sharp ,arkansas,28.7,67.6
Stone ,arkansas,25.3,70.5
Union ,arkansas,36,62.3
Van Buren ,arkansas,28.4,67.9
Washington ,arkansas,40.1,56.3
White ,arkansas,21.7,75.5
Woodruff ,arkansas,49.9,45.7
Yell ,arkansas,28.8,67.7
Alameda ,california,78.7,18.4
Alpine ,california,60.1,36.5
Amador ,california,39.2,58.2
Butte ,california,46.4,50.3
Calaveras ,california,40.1,57.1
Colusa ,california,38.3,60
Contra Costa ,california,65.7,32.1
Del Norte ,california,42.8,53.6
El Dorado ,california,39.6,57.8
Fresno ,california,47.6,50.6
Glenn ,california,35.8,61.3
Humboldt ,california,60,33.8
Imperial ,california,63.6,34.8
Inyo ,california,42.7,54.5
Kern ,california,39.4,58.4
Kings ,california,40.8,57
Lake ,california,56.3,39.8
Lassen ,california,28.7,68.5
Los Angeles ,california,68.6,29.1
Madera ,california,39.2,58.7
Marin ,california,74,23.5
Mariposa ,california,39.5,56.8
Mendocino ,california,66.2,28.6
Merced ,california,51.7,46.3
Modoc ,california,27.9,69.7
Mono ,california,52.3,44.8
Monterey ,california,65.9,31.9
Napa ,california,61.7,36
Nevada ,california,46.2,50.9
Orange ,california,44.8,53
Placer ,california,38.9,58.9
Plumas ,california,40.2,57.4
Riverside ,california,48.8,49.2
Sacramento ,california,57.2,40.4
San Benito ,california,57.6,40.4
San Bernardino ,california,51.6,46.2
San Diego ,california,51.5,46.4
San Francisco ,california,83.4,13.3
San Joaquin ,california,54.5,43.5
San Luis Obispo ,california,49,48
San Mateo ,california,71.3,26.6
Santa Barbara ,california,57.2,40.1
Santa Clara ,california,69.8,27.7
Santa Cruz ,california,75.2,21.1
Shasta ,california,33.9,63.3
Sierra ,california,36.6,59.4
Siskiyou ,california,40.6,56.2
Solano ,california,62.9,34.9
Sonoma ,california,70.8,26
Stanislaus ,california,49.2,48.4
Sutter ,california,38.1,59.9
Tehama ,california,34.8,62.2
Trinity ,california,47.1,48.2
Tulare ,california,40.1,57.9
Tuolumne ,california,40.6,56.5
Ventura ,california,51.7,46.1
Yolo ,california,65.2,32
Yuba ,california,38.8,58.3
Adams ,colorado,56.3,41.2
Alamosa ,colorado,56.7,40.4
Arapahoe ,colorado,53.2,44.8
Archuleta ,colorado,39.7,57.6
Baca ,colorado,22,74.1
Bent ,colorado,41.4,56
Boulder ,colorado,69.6,28
Broomfield ,colorado,51.7,45.9
Chaffee ,colorado,48.6,48.4
Cheyenne ,colorado,15.5,82.1
Clear Creek ,colorado,54.2,42.4
Conejos ,colorado,54.1,44.5
Costilla ,colorado,73,24.4
Crowley ,colorado,35.6,61.5
Custer ,colorado,32,65.9
Delta ,colorado,29,68.6
Denver ,colorado,73.5,24.4
Dolores ,colorado,27,68.8
Douglas ,colorado,36,62.6
Eagle ,colorado,56.3,41.6
El Paso ,colorado,38.1,59.4
Elbert ,colorado,25.3,72.5
Fremont ,colorado,32.8,64.6
Garfield ,colorado,46.4,51.3
Gilpin ,colorado,56.7,40.4
Grand ,colorado,44.9,52.1
Gunnison ,colorado,57.7,39.3
Hinsdale ,colorado,38.1,58.9
Huerfano ,colorado,52.4,44.6
Jackson ,colorado,25.5,70.8
Jefferson ,colorado,51,46.6
Kiowa ,colorado,14.4,82.5
Kit Carson ,colorado,22.4,75.6
La Plata ,colorado,52.9,44.1
Lake ,colorado,60.4,36.3
Larimer ,colorado,51.4,46.1
Las Animas ,colorado,50.2,47.5
Lincoln ,colorado,23.9,74
Logan ,colorado,29.6,67.8
Mesa ,colorado,32.5,65.3
Mineral ,colorado,44.8,52.9
Moffat ,colorado,21.4,76.4
Montezuma ,colorado,36.7,60.3
Montrose ,colorado,30.7,67.1
Morgan ,colorado,35.9,61.7
Otero ,colorado,44.4,53.7
Ouray ,colorado,51.5,46.2
Park ,colorado,41.1,56.2
Phillips ,colorado,26,72.3
Pitkin ,colorado,68,30.1
Prowers ,colorado,31.1,66.5
Pueblo ,colorado,55.4,42.3
Rio Blanco ,colorado,16.9,80.9
Rio Grande ,colorado,44.5,53
Routt ,colorado,56.7,41.1
Saguache ,colorado,63,33.5
San Juan ,colorado,52.6,41.9
San Miguel ,colorado,70.2,27.1
Sedgwick ,colorado,31.3,65.9
Summit ,colorado,61,36.5
Teller ,colorado,32.1,65.1
Washington ,colorado,18,80.2
Weld ,colorado,42.1,55.3
Yuma ,colorado,21.2,76.6
Fairfield ,connecticut,55,44.1
Hartford ,connecticut,62.2,36.6
Litchfield ,connecticut,47.4,51.1
Middlesex ,connecticut,57.3,41.4
New Haven ,connecticut,61.9,37.1
New London ,connecticut,58.3,40.1
Tolland ,connecticut,55.5,42.9
Windham ,connecticut,55.7,42.4
Kent ,delaware,51.7,46.8
New Castle ,delaware,66.3,32.2
Sussex ,delaware,42.9,55.9
Alachua ,florida,57.9,40.5
Baker ,florida,20.3,79
Bay ,florida,27.6,71.2
Bradford ,florida,28.6,70.6
Brevard ,florida,43.1,55.8
Broward ,florida,67.2,32.3
Calhoun ,florida,27,71
Charlotte ,florida,42.4,56.7
Citrus ,florida,38.5,60.4
Clay ,florida,26.7,72.5
Collier ,florida,34.7,64.7
Columbia ,florida,31.2,67.8
DeSoto ,florida,42.3,56.6
Dixie ,florida,25.9,72.8
Duval ,florida,47.8,51.4
Escambia ,florida,39.2,59.7
Flagler ,florida,45.9,53.3
Franklin ,florida,33.7,65.2
Gadsden ,florida,70.1,29.5
Gilchrist ,florida,23.8,74.8
Glades ,florida,40.2,58.8
Gulf ,florida,28.3,70.3
Hamilton ,florida,41.2,58
Hardee ,florida,34.1,65
Hendry ,florida,46.6,52.6
Hernando ,florida,45.2,53.7
Highlands ,florida,38,61.1
Hillsborough ,florida,52.8,46.2
Holmes ,florida,15.3,83.6
Indian River ,florida,38.5,60.8
Jackson ,florida,35.1,64.1
Jefferson ,florida,50.5,48.8
Lafayette ,florida,20.2,78.5
Lake ,florida,41,58.1
Lee ,florida,41.4,57.9
Leon ,florida,61.3,37.6
Levy ,florida,33.3,65.5
Liberty ,florida,28.7,70.1
Madison ,florida,47.9,51.4
Manatee ,florida,43.3,55.8
Marion ,florida,41.4,57.7
Martin ,florida,38.2,61.1
Miami-Dade ,florida,61.6,37.9
Monroe ,florida,49.7,49.3
Nassau ,florida,25.3,73.8
Okaloosa ,florida,24.7,74
Okeechobee ,florida,39.4,59.5
Orange ,florida,58.7,40.4
Osceola ,florida,61.9,37.4
Palm Beach ,florida,58.2,41.2
Pasco ,florida,46,52.7
Pinellas ,florida,52.2,46.6
Polk ,florida,46.1,52.9
Putnam ,florida,37.2,61.7
Santa Rosa ,florida,23.1,75.7
Sarasota ,florida,45.8,53.3
Seminole ,florida,46.2,52.7
St. Johns ,florida,30.6,68.4
St. Lucie ,florida,53.5,45.7
Sumter ,florida,32.3,67.2
Suwannee ,florida,26.9,71.9
Taylor ,florida,30.3,68.5
Union ,florida,24.8,73.8
Volusia ,florida,48.9,50.1
Wakulla ,florida,35.3,63.4
Walton ,florida,23.4,75.4
Washington ,florida,25.6,73.1
Appling ,georgia,24.8,73.9
Atkinson ,georgia,32,66.8
Bacon ,georgia,20.1,78.7
Baker ,georgia,49.9,49.5
Baldwin ,georgia,52.2,46.8
Banks ,georgia,12.6,86.5
Barrow ,georgia,23.9,74.4
Bartow ,georgia,23.5,75.1
Ben Hill ,georgia,42.2,57.1
Berrien ,georgia,20.5,78.2
Bibb ,georgia,59.6,39.6
Bleckley ,georgia,25.8,73.1
Brantley ,georgia,15.6,82.7
Brooks ,georgia,46.5,52.8
Bryan ,georgia,27.6,71.2
Bulloch ,georgia,39.8,58.9
Burke ,georgia,55.3,44
Butts ,georgia,31.6,67.3
Calhoun ,georgia,59.3,40.4
Camden ,georgia,35.4,63.1
Candler ,georgia,32.8,66.5
Carroll ,georgia,30.5,68.2
Catoosa ,georgia,22.7,75.5
Charlton ,georgia,31.8,67.2
Chatham ,georgia,55.5,43.5
Chattahoochee ,georgia,49,49.4
Chattooga ,georgia,28.5,69.7
Cherokee ,georgia,20.2,78
Clarke ,georgia,63.2,34.4
Clay ,georgia,61.5,38.3
Clayton ,georgia,84.8,14.7
Clinch ,georgia,34.5,64.6
Cobb ,georgia,42.9,55.5
Coffee ,georgia,35,64
Colquitt ,georgia,29.8,69.4
Columbia ,georgia,27.9,70.9
Cook ,georgia,33.9,65.3
Coweta ,georgia,27.3,71.4
Crawford ,georgia,33.2,65.7
Crisp ,georgia,42.8,56.6
Dade ,georgia,23.4,74.3
Dawson ,georgia,12.1,86.4
Decatur ,georgia,43.8,55.6
DeKalb ,georgia,77.9,21.1
Dodge ,georgia,31.6,67.4
Dooly ,georgia,53.1,46.2
Dougherty ,georgia,69.3,30.2
Douglas ,georgia,51.5,47.5
Early ,georgia,51.6,47.8
Echols ,georgia,15.7,83.2
Effingham ,georgia,23.8,75
Elbert ,georgia,39.1,59.7
Emanuel ,georgia,36.2,63.1
Evans ,georgia,35.6,63.7
Fannin ,georgia,20.3,78.5
Fayette ,georgia,33.7,65.1
Floyd ,georgia,29.4,69.3
Forsyth ,georgia,17.8,80.7
Franklin ,georgia,19.3,78.8
Fulton ,georgia,64.2,34.6
Gilmer ,georgia,17.8,81
Glascock ,georgia,13.2,85.1
Glynn ,georgia,36.1,63.1
Gordon ,georgia,20.4,78.2
Grady ,georgia,36.4,63.1
Greene ,georgia,38.4,61
Gwinnett ,georgia,44.6,54
Habersham ,georgia,15.7,83.2
Hall ,georgia,21.1,77.5
Hancock ,georgia,81,18.7
Haralson ,georgia,17.2,81.4
Harris ,georgia,26.8,72.3
Hart ,georgia,30.2,68.6
Heard ,georgia,22.8,75.8
Henry ,georgia,47.9,51.2
Houston ,georgia,39.1,59.8
Irwin ,georgia,30.8,68.4
Jackson ,georgia,17.9,80.8
Jasper ,georgia,30.6,68.6
Jeff Davis ,georgia,23.8,74.9
Jefferson ,georgia,58.3,41.2
Jenkins ,georgia,43.9,55.6
Johnson ,georgia,34.6,64.7
Jones ,georgia,35.3,64
Lamar ,georgia,34.3,64.5
Lanier ,georgia,37.5,61.3
Laurens ,georgia,38.3,61
Lee ,georgia,23.4,75.8
Liberty ,georgia,64.6,34.5
Lincoln ,georgia,35.8,63.4
Long ,georgia,37.9,60.8
Lowndes ,georgia,44.3,54.8
Lumpkin ,georgia,18.8,79.4
Macon ,georgia,67.2,32.3
Madison ,georgia,22.4,76.2
Marion ,georgia,44.6,54.7
McDuffie ,georgia,42.2,57.1
McIntosh ,georgia,45.2,53.8
Meriwether ,georgia,46.7,52.4
Miller ,georgia,30.6,68.7
Mitchell ,georgia,49.3,50.2
Monroe ,georgia,30.8,68.1
Montgomery ,georgia,29.6,69.5
Morgan ,georgia,30.5,68.5
Murray ,georgia,22.7,75.3
Muscogee ,georgia,60.3,39
Newton ,georgia,50.5,48.5
Oconee ,georgia,24.9,73.4
Oglethorpe ,georgia,30.6,67.9
Paulding ,georgia,27.6,71.2
Peach ,georgia,53.4,45.9
Pickens ,georgia,15.6,83.2
Pierce ,georgia,16.4,82.8
Pike ,georgia,16.7,82.2
Polk ,georgia,26.6,72.2
Pulaski ,georgia,33.1,66.4
Putnam ,georgia,31.7,67.5
Quitman ,georgia,54.3,45.2
Rabun ,georgia,20.9,77.3
Randolph ,georgia,58,41.4
Richmond ,georgia,66.5,32.7
Rockdale ,georgia,57.8,41.4
Schley ,georgia,25.6,73.6
Screven ,georgia,45.4,53.9
Seminole ,georgia,39.2,59.6
Spalding ,georgia,39.4,59.5
Stephens ,georgia,22.4,76.1
Stewart ,georgia,63.6,36
Sumter ,georgia,53.9,45.4
Talbot ,georgia,64.9,34.4
Taliaferro ,georgia,66.2,33.4
Tattnall ,georgia,28.4,70.6
Taylor ,georgia,44.4,55.1
Telfair ,georgia,41.6,57.2
Terrell ,georgia,57.8,41.7
Thomas ,georgia,40.4,58.9
Tift ,georgia,33.4,66
Toombs ,georgia,29.4,69.8
Towns ,georgia,20.5,78.5
Treutlen ,georgia,39,60.1
Troup ,georgia,40.6,58.4
Turner ,georgia,42.4,57
Twiggs ,georgia,54,45.4
Union ,georgia,19.3,79.2
Upson ,georgia,35.1,64.2
Walker ,georgia,24.1,74.2
Walton ,georgia,21.7,77.2
Ware ,georgia,32.6,66.5
Warren ,georgia,60.5,39.3
Washington ,georgia,53.5,45.9
Wayne ,georgia,25.3,73.6
Webster ,georgia,48.8,50.9
Wheeler ,georgia,35.7,63.2
White ,georgia,15.9,82.6
Whitfield ,georgia,26.8,71.9
Wilcox ,georgia,33.9,65.6
Wilkes ,georgia,43.8,55.4
Wilkinson ,georgia,49,50.5
Worth ,georgia,29.6,69.7
Hawaii ,hawaii,74.5,23.2
Honolulu ,hawaii,68.9,29.8
Kauai ,hawaii,73.5,24.1
Maui ,hawaii,74.1,23.8
Ada ,idaho,42.7,54
Adams ,idaho,28,68.6
Bannock ,idaho,37.5,59.6
Bear Lake ,idaho,10.7,88.2
Benewah ,idaho,30,66.8
Bingham ,idaho,21.7,76.4
Blaine ,idaho,58.8,38.6
Boise ,idaho,28.5,68.3
Bonner ,idaho,35.1,61.3
Bonneville ,idaho,22.9,74.7
Boundary ,idaho,27,69.1
Butte ,idaho,20.1,77.8
Camas ,idaho,27.5,69.6
Canyon ,idaho,30.1,67.1
Caribou ,idaho,12.6,85.5
Cassia ,idaho,13,85.3
Clark ,idaho,20.1,71.6
Clearwater ,idaho,27.9,68.8
Custer ,idaho,22.5,74.1
Elmore ,idaho,31.4,65.3
Franklin ,idaho,5.8,92.8
Fremont ,idaho,14,84.6
Gem ,idaho,26.1,70.9
Gooding ,idaho,25.1,72.2
Idaho County ,idaho,22.2,75.1
Jefferson ,idaho,11.4,86.9
Jerome ,idaho,25.4,71.9
Kootenai ,idaho,31.5,65.8
Latah ,idaho,49.6,45.3
Lemhi ,idaho,23.4,73.7
Lewis ,idaho,24.6,72.8
Lincoln ,idaho,26.4,70.3
Madison ,idaho,5.8,93.3
Minidoka ,idaho,19.9,78
Nez Perce ,idaho,38.3,59.2
Oneida ,idaho,10.4,88
Owyhee ,idaho,22.4,75
Payette ,idaho,26.7,70.7
Power ,idaho,33.8,64.4
Shoshone ,idaho,44.2,52.4
Teton ,idaho,42.6,54.3
Twin Falls ,idaho,26.8,70.3
Valley ,idaho,42.6,54.2
Washington ,idaho,25.5,72.2
Adams ,illinois,31.5,66.7
Alexander ,illinois,56.1,42.5
Bond ,illinois,41.2,55.9
Boone ,illinois,46.3,52
Brown ,illinois,33.3,64
Bureau ,illinois,48.9,49.1
Calhoun ,illinois,41.9,55.9
Carroll ,illinois,49.6,48.2
Cass ,illinois,42.2,55.7
Champaign ,illinois,52,45.2
Christian ,illinois,37.4,60.4
Clark ,illinois,33,65.5
Clay ,illinois,26.8,70.9
Clinton ,illinois,34,64
Coles ,illinois,43.4,54.5
Cook ,illinois,74,24.6
Crawford ,illinois,33.2,64.9
Cumberland ,illinois,31,66.3
DeKalb ,illinois,51.6,46.1
DeWitt ,illinois,35.4,62.4
Douglas ,illinois,30.8,67.6
DuPage ,illinois,49.7,48.7
Edgar ,illinois,32.8,65.6
Edwards ,illinois,23.4,74.5
Effingham ,illinois,23.2,75.3
Fayette ,illinois,31.8,66.4
Ford ,illinois,27.6,70.4
Franklin ,illinois,40.5,57.3
Fulton ,illinois,54.3,43.2
Gallatin ,illinois,40,58.1
Greene ,illinois,36,61.4
Grundy ,illinois,44.5,53.4
Hamilton ,illinois,32.2,65.2
Hancock ,illinois,39.4,58.5
Hardin ,illinois,31.8,65.9
Henderson ,illinois,55.5,43.2
Henry ,illinois,50.7,47.6
Iroquois ,illinois,26.7,71.4
Jackson ,illinois,53.4,43.1
Jasper ,illinois,28.5,69.7
Jefferson ,illinois,37.3,60.1
Jersey ,illinois,36.8,60.7
JoDaviess ,illinois,49.6,48.5
Johnson ,illinois,27.7,69.9
Kane ,illinois,49.6,48.7
Kankakee ,illinois,47.5,50.9
Kendall ,illinois,47.1,51.2
Knox ,illinois,57.7,40.6
Lake ,illinois,53.4,45.3
LaSalle ,illinois,48.8,49.2
Lawrence ,illinois,33.6,64.4
Lee ,illinois,45.4,52.7
Livingston ,illinois,33.4,64.9
Logan ,illinois,33,65.1
Macon ,illinois,46.5,51.8
Macoupin ,illinois,45.1,52.1
Madison ,illinois,48.1,49.5
Marion ,illinois,39.5,58.7
Marshall ,illinois,42,56.3
Mason ,illinois,45.7,52.1
Massac ,illinois,32.2,65.9
McDonough ,illinois,47.9,49.4
McHenry ,illinois,44.7,53.5
McLean ,illinois,43.4,54.5
Menard ,illinois,34.1,64.2
Mercer ,illinois,52.8,45.4
Monroe ,illinois,35.6,62.5
Montgomery ,illinois,41.7,55.9
Morgan ,illinois,41.2,56.6
Moultrie ,illinois,35.4,62.5
Ogle ,illinois,40.7,57.4
Peoria ,illinois,51.3,46.9
Perry ,illinois,40,57.7
Piatt ,illinois,35.4,62.2
Pike ,illinois,31.3,66.7
Pope ,illinois,29.2,68.1
Pulaski ,illinois,46.3,52
Putnam ,illinois,49.7,47.9
Randolph ,illinois,40,57.6
Richland ,illinois,32.4,65.3
Rock Island ,illinois,60.2,38.4
Saline ,illinois,34.5,63.5
Sangamon ,illinois,44.6,53.3
Schuyler ,illinois,44.5,53.1
Scott ,illinois,35.6,62.1
Shelby ,illinois,32.1,65.8
St. Clair ,illinois,56.4,41.9
Stark ,illinois,41.1,57.4
Stephenson ,illinois,46.7,51.3
Tazewell ,illinois,40,57.9
Union ,illinois,37.9,59.8
Vermilion ,illinois,41.2,56.9
Wabash ,illinois,31,67.7
Warren ,illinois,52.1,46.3
Washington ,illinois,33.1,64.7
Wayne ,illinois,19.7,78
White ,illinois,31,67
Whiteside ,illinois,57.7,40.4
Will ,illinois,51.1,47.4
Williamson ,illinois,36.5,61.5
Winnebago ,illinois,52,46.3
Woodford ,illinois,29.5,68.7
Adams ,indiana,29.2,68.7
Allen ,indiana,40.9,57.6
Bartholomew ,indiana,36.2,61.7
Benton ,indiana,32.4,65.1
Blackford ,indiana,40.7,57.2
Boone ,indiana,30,67.8
Brown ,indiana,40.3,57
Carroll ,indiana,33.8,64.1
Cass ,indiana,38,59.6
Clark ,indiana,44.1,54
Clay ,indiana,33.2,64.7
Clinton ,indiana,33.5,64.2
Crawford ,indiana,44.5,52.7
Daviess ,indiana,23.8,74.5
Dearborn ,indiana,29.2,68.9
Decatur ,indiana,28.5,69.1
DeKalb ,indiana,33.2,64.9
Delaware ,indiana,50.4,47.3
Dubois ,indiana,35.2,62.9
Elkhart ,indiana,36,62.5
Fayette ,indiana,40.3,57.2
Floyd ,indiana,42,56.3
Fountain ,indiana,31.4,65.6
Franklin ,indiana,27.6,70.3
Fulton ,indiana,32.3,65.5
Gibson ,indiana,33.5,64.5
Grant ,indiana,38,60
Greene ,indiana,33.1,64.6
Hamilton ,indiana,32,66.3
Hancock ,indiana,28.4,69.4
Harrison ,indiana,37.4,60.2
Hendricks ,indiana,31.7,66.5
Henry ,indiana,40.1,57
Howard ,indiana,41.7,56
Huntington ,indiana,29.2,69
Jackson ,indiana,34.9,62.4
Jasper ,indiana,36.2,61.7
Jay ,indiana,38.8,58.8
Jefferson ,indiana,43.7,54.1
Jennings ,indiana,37.3,59.7
Johnson ,indiana,29.8,68.2
Knox ,indiana,34.5,63.5
Kosciusko ,indiana,22.8,75.1
LaGrange ,indiana,31.1,66.9
Lake ,indiana,64.9,33.9
LaPorte ,indiana,55.2,42.6
Lawrence ,indiana,32.4,65.2
Madison ,indiana,46.6,51.1
Marion ,indiana,60.2,38.1
Marshall ,indiana,34.6,63.4
Martin ,indiana,28.5,68.8
Miami ,indiana,33.1,64
Monroe ,indiana,56.9,40.4
Montgomery ,indiana,29.6,68.1
Morgan ,indiana,28.2,69.3
Newton ,indiana,39.1,58.2
Noble ,indiana,32.2,65.7
Ohio ,indiana,35.3,62.5
Orange ,indiana,37.9,59.5
Owen ,indiana,34.8,62.4
Parke ,indiana,32.4,65
Perry ,indiana,54.8,43.3
Pike ,indiana,35.9,61.2
Porter ,indiana,51,47.2
Posey ,indiana,37.1,60.8
Pulaski ,indiana,35.2,62.3
Putnam ,indiana,32.6,65.2
Randolph ,indiana,37,61
Ripley ,indiana,29.5,68.1
Rush ,indiana,31.6,65.9
Scott ,indiana,45.9,52.1
Shelby ,indiana,32,65.5
Spencer ,indiana,41.4,56.7
St. Joseph ,indiana,51,47.5
Starke ,indiana,43.5,54.1
Steuben ,indiana,35.4,62.5
Sullivan ,indiana,38.5,59.1
Switzerland ,indiana,42.3,55.1
Tippecanoe ,indiana,47,50.6
Tipton ,indiana,33,64.8
Union ,indiana,32.8,65.2
Vanderburgh ,indiana,43.7,54.6
Vermillion ,indiana,45.3,52.1
Vigo ,indiana,49.5,48.6
Wabash ,indiana,30.9,67.1
Warren ,indiana,34.9,62.6
Warrick ,indiana,35.7,62.3
Washington ,indiana,36.4,60.9
Wayne ,indiana,41.6,56.3
Wells ,indiana,26.6,71.6
White ,indiana,36.7,60.3
Whitley ,indiana,29.5,68.4
Adair ,iowa,45.2,53.3
Adams ,iowa,47.2,51.1
Allamakee ,iowa,51.5,47.3
Appanoose ,iowa,47.5,51.1
Audubon ,iowa,46.8,52.3
Benton ,iowa,49.1,49.7
Black Hawk ,iowa,59.4,39.4
Boone ,iowa,52.4,45.9
Bremer ,iowa,50.8,48.3
Buchanan ,iowa,56.3,42.4
Buena Vista ,iowa,44.3,54.7
Butler ,iowa,44.2,54.6
Calhoun ,iowa,43,55.7
Carroll ,iowa,46.4,52.7
Cass ,iowa,39.8,58.8
Cedar ,iowa,51.6,47.2
Cerro Gordo ,iowa,56.1,42.8
Cherokee ,iowa,41.2,57.4
Chickasaw ,iowa,55,43.9
Clarke ,iowa,49.7,48.3
Clay ,iowa,40,58.7
Clayton ,iowa,52.8,45.9
Clinton ,iowa,60.8,37.9
Crawford ,iowa,45.4,53.6
Dallas ,iowa,43.6,55.3
Davis ,iowa,40.6,57.1
Decatur ,iowa,47,51
Delaware ,iowa,49.4,49.6
Des Moines ,iowa,58.6,40.1
Dickinson ,iowa,40.4,58.4
Dubuque ,iowa,56.6,42.1
Emmet ,iowa,44.9,53.8
Fayette ,iowa,55.4,43.5
Floyd ,iowa,56.8,42.1
Franklin ,iowa,44,54.9
Fremont ,iowa,44.8,53.9
Greene ,iowa,49.3,49.4
Grundy ,iowa,38,61
